name	birth_date	birth_place	death_date	death_place	num_books	adepts	readers
Зоя Богуславская	1929-04-16	Москва, СССР			12	1	5
Олег Будницкий	1954-05-27	Ростов-на-Дону, СССР			16	1	44
Константин Ушинский	1824-02-19	Тула	1870-12-22	Одесса	465	2	622
Гаянэ Тавризян	1933-05-27	г. Ленинград	2015-04-15	г. Ереван	5	0	1
Сергей Щепотьев	1947-01-02				11	0	6
Милорад Р. Блечич	1941-05-08	Пива (Черногория)	2005-11-16	Белград	0	0	0
Самуэль Батлер	1835-12-04	Лангар, Ноттингемшир	1902-06-18	Лондон	7	1	32
Александр Иванов-Крамской	1912-08-26	Москва, Российская империя	1973-04-11	Минск, Белорусская ССР	6	0	0
Камал Абдулла	1950-12-04	Азербайджанская ССР, Баку			4	0	1
Кейт Мосс	1961-10-20	Западный Суссекс			16	3	182
Оксана Караванская	1966-04-16	Львов, Украина			1	0	15
Альф Прёйсен	1914-07-23		1970-11-23		26	1	170
Джон Томпсон	1837-06-14	Шотландия	1921-09-29	Эдинбург, Шотландия	22	0	449
Ярослав Кудлач	1973-06-04	г. Петрозаводск, Карелия, РСФСР, СССР			1	0	3
Этель Лилиан Войнич	1864-05-11	Корк, Ирландия	1960-07-28	Нью-Йорк, США	174	116	13635
Дэвид Геммел	1948-08-01	Лондон, Великобритания	2006-07-28	Гастингс, Великобритания	105	21	388
Николай Мельников	1966-03-06	село Лысые, Злынковский район, Брянская область	2006-05-24	Козельск, Калужская обл.	3	0	8
Ричард Матесон	1926-02-20	Аллендэйл, Нью-Джерси, США	2013-06-23	Лос-Анджелес, США	54	98	7713
Александр Яковлев	1887-06-25	г.Санкт-Петербург, Российская империя	1938-05-12	г.Париж, Франция	1	0	1
Томас Элиот	1888-09-26	Сент-Луис, США	1962-01-04	Лондон, Великобритания	77	29	514
Софья Нартова-Бочавер	1961-04-28	Москва, СССР			15	0	8
Андре Пьейр де Мандьярг	1909-03-14	Париж	1991-12-13	Париж	5	0	11
Резо Габриадзе	1936-06-22	Кутаиси			3	1	28
Александр Красовицкий	1972-06-08	г.Магнитогорск, СССР			1	0	15
Олег Маловичко	1970-06-27		2000-01-01	Россия	3	0	19
Александр Копыленко	1900-08-01	г. Константиноград, Российская империя	1958-12-01	г. Киев, УССР	10	0	27
Александра Елисеева	1994-11-30				2	4	295
Олег Терн	1982-08-16				3	0	40
Мэри Чабб	1903-03-22	Лондон	2003-01-22	Солсбери	4	0	7
Алексей Солоницын	1938-03-22	Богородск, Горьковская область			23	1	27
Александр Иванов	1954-04-06		2016-01-31		1	0	0
Александр Миллер	1875-08-27	Луганск, Екатеринославская губерния, Российская империя	1935-01-12	Караганда	2	0	0
Марсель Эме	1902-03-29	Жуаньи, Йонна	1967-10-14	Париж	34	6	316
Барри Бьюзен	1946-04-28				5	0	2
Вильгельм Хеттль	1915-03-19	Вена, Австрия	1999-06-27	Альтаусзе, Штирия, Австрия	3	0	8
Игорь Грабарь	1871-03-25	Будапешт, Австро-Венгрия	1960-05-16	Москва, СССР	50	0	11
Карло Гадда	1893-11-14	Милан	1971-05-21	Рим	7	1	1
Ю Тенфьюрд	1918-06-12	Кристиания, Норвегия (Осло)	2007-08-13	Берум, Акерсхус, Норвегия.	1	0	1
Александр Попов	1960-06-13	с. Керос Корткеросского района Коми АССР, СССР			8	0	0
Цецилия Зеликсон-Бобровская	1876-09-07	Велиж, Витебская губерния, Российская империя	1960-07-06	Москва, СССР	4	0	0
Инес де ла Фрессанж	1957-08-11	Гассен, Франция			4	1	149
Пол Кругман	1953-02-28	Олбани, Нью-Йорк			34	3	30
Эсекьель Мартинес Эстрада	1895-09-14	Санта-Фе, Аргентина	1964-11-04	Буэнос-Айрес, Аргентина	1	0	0
Кен Баббс	1939-01-14	США			2	0	0
Уолтер Дин Майерс	1937-08-12	Мартинсберг, Западная Виргиния, США	2014-07-01	Манхэттен, Нью-Йорк, США	17	0	3
Хервиг Киппинг	1948-03-31	Наумбург, Саксония, ГДР			2	1	1
Леон Кручковский	1900-06-28	Краков	1962-08-01	Варшава	7	0	3
Владимир Графский	1938-03-06	г. Иваново			13	0	12
Бату Дорж	1977-12-27	Улан-Уде			1	0	64
Николай Гоголь	1809-04-01	с. Большие Сорочинцы, Российская империя	1852-03-04	г. Москва, Российская империя	1551	843	48546
Фредерик Сулье	1800-12-24	Фуа, Арьеж, Франция	1847-08-23	Бьевр, провинция Намюр, Франция	3	0	24
Лео Штраус	1899-09-20	Кирххайн, Германская империя	1973-10-18	Аннаполис, США	21	0	10
Дениз Ричардс	1971-02-17	Джолиет, Иллинойс			2	0	0
Самуэль Хук	1874-01-21	Сайренсестер, Глостершир, Великобритания	1968-01-17	Великобритания	3	0	12
Игорь Акинфеев	1986-04-08	Видное, Московская область			2	1	27
Карл Юнас Луве Альмквист	1893-11-28	Стокгольм, Швеция	1866-09-26	Бремен, Германия	0	0	0
Уильям Конгрив	1670-01-24	Бардси, Западный Йоркшир, Великобритания	1729-01-19	Лондон, Великобритания	7	1	56
Кеннет Портер Кирквуд	1899-04-14		1968-01-01		1	0	3
Наталья Борохова	1967-01-12	Свердловск, Свердловская область, РСФСР, СССР			28	0	13
Йонас Авижюс	1922-05-16	Медгинай Йонишкского района	1999-07-07	Вильнюс	26	0	20
Кенеш Джусупов	1937-04-14	Нарынская область, Киргизия			3	1	4
Михаил Гаспаров	1935-04-13	Москва	2005-11-07	Москва	95	16	656
Энди Макдермотт	1974-07-02	Галифакс (Англия)			12	1	51
Даниил Авдусин	1918-08-20	Сычевка, Смоленская область, РСФСР	1994-06-03	Москва, Россия	3	0	13
Робин Мак-Кинли	1952-11-16	США			25	11	877
Иван Божерянов	1852-01-27		1919-01-10		24	0	23
Отто Дитрих	1897-08-31	Эссен, Германская Империя	1952-11-22	Дюссельдорф, ФРГ	1	0	4
Светлана Толстая	1938-12-14	Москва, СССР			7	0	1
Лорен Айзли	1907-09-03	штат Небраска	1977-07-09		3	2	1
Юлия Аверкиева	1907-07-24	Подужемье Кемского у. Архангельской губ.	1980-10-09	Москва	6	0	4
Мария Ватутина	1968-05-04	Москва			2	0	4
Синдзи Вада	1950-04-19	Куре, Хиросима, Япония			6	0	0
Виктор Точинов	1966-06-16	Ленинград, СССР			36	2	336
Карл Шапиро	1913-11-10	Балтимор, Мэриленд	2000-05-14	Нью-Йорк	0	0	0
Сергей Кричевский	1955-07-09	г.Лесозаводск, Приморский край			3	0	0
Сергей Лобанов	1968-01-24	Алзамай, Иркутская област, СССР			12	0	12
Джузеппе Верди	1813-10-10	Ронкола, близ Буссето департамент Таро, Франция	1901-01-27	Милан, Италия	22	0	0
Евгений Коковин	1913-01-09	Архангельск	1977-08-07	Архангельск	13	0	37
Злата Косолапова	1989-07-18				0	0	0
Рауль Гонсалес Туньон	1905-05-29	Буэнос-Айрес, Аргентина	1974-08-14	Буэ́нос-А́йрес, Аргентина	3	0	1
Поль Вайан-Кутюрье	1892-01-08	Париж, Франция	1937-10-10	Париж, Франция	8	0	34
Сара Уотерс	1966-07-21	Нейланд, Великобритания			30	60	3037
Кэтрин Маклин	1925-01-22	Глен Ридж, Нью-Джерси			1	0	8
Александр Литвинов	1937-10-06	г. Новозыбков Брянской обл.			2	0	1
Милош Урбан	1967-10-04	Соколов, Чехия			7	0	88
Дональд Уоллхейм	1914-10-01	Нью-Йорк	1990-11-02	Нью-Йорк	1	0	2
Джордж Стюарт	1895-05-31	Sewickley, Pennsylvania	1980-08-22		2	0	120
Тринле Тхае Дордже	1983-05-06	Лхаса, Тибет			1	1	8
Харлампий Баранов	1892-02-23	Мишинский, область Войска Донского	1980-01-01		9	0	2
Аарон Аппельфельд	1932-02-16	деревня Жадова, Черновцы	2018-01-04	Петах-Тиква, Израиль	7	0	118
Николай Кузминский	1923-06-10	с. Поповцы Каменец-Подольской области (Украина)	2009-06-15		1	0	0
Иван Бларамберг	1800-04-08	Франкфурт-на-Майне	1878-12-08	Крым	1	0	2
Павел Палажченко	1949-03-17	Монино, Московская область			4	1	12
Александр Формозов	1899-02-13	Нижний Новгород	1973-12-22	Москва	20	0	11
Владимир Крепс	1905-01-12	г. Одесса	1984-01-01		22	0	38
Ридгуэлл Кэллэм	1867-08-13	Лондон, Великобритания	1943-11-03	Ньютон-Эббот, Великобритания	5	0	1
Григорий Ряжский	1953-05-22				41	11	328
Антонина Клименкова	1983-04-19				3	2	71
Георгий Блок	1888-03-24	Ленинград	1962-02-26		12	0	11
Василий Клёпов	1909-12-20	с.Чернигово, Тамбовская обл.	1976-12-10	Сочи	11	3	161
Эдвард Конзе	1904-03-18	Лондон	1979-09-24	Шерборн, Дорсет	4	0	9
Виктор (Семён) Гончаров	1920-09-07	Екатеринодар, Кубано-Черноморская область, РСФСР	2001-05-13	Москва, Россия	23	0	5
Д.Б. Джексон	1963-03-12				5	0	6
Николай Михайловский	1911-05-09	г. Жмеринка, Украина	1992-01-01		15	1	3
